2.063552115856682745e-01 8.288294079423901284e-01 6.700042119054303580e-01 9.736733569411395450e-01 3.684903816311826397e-01 4.004757568418026992e-02 7.208840425569250643e-01 2.767115790920656737e-01 4.324009325347256683e-01 2.801204868850925012e-01 1.073760708160192978e-01 9.998853235889807456e-01 2.126298699925204261e-01 1.975127922940996816e-01 6.174739079742550540e-01 7.356479719480192303e-01 9.904376387373156065e-01 2.062486654285664578e-01 9.739232332359712974e-01 9.122742495095472748e-01 8.588486520061791030e-01 6.466097397490243592e-01 8.911927273583786224e-01 7.703270771190401378e-01 2.351379521374659110e-01 5.179223432264890015e-01 3.141513433871583327e-01 1.416711675795465641e-01 1.298157197327933776e-01 6.653116936268543835e-01
8.866976328603548563e-02 3.828736948509710025e-01 6.045567189113882911e-01 3.764624211085808581e-01 2.890492893176416223e-01 9.574358717172881672e-02 3.890354567306381073e-01 4.947311642690532807e-02 1.307870980527511273e-01 3.693298973687086928e-01 6.787638147058888682e-01 3.597083747449678626e-01 5.141559675860800649e-01 5.505476974451791738e-01 1.926612678522640065e-01 3.149620090928735294e-01 3.347531545607353998e-01 4.055039345005835294e-01 8.399318586742798853e-01 6.096073898897720333e-01 8.252400671940357535e-01 6.665805525002510556e-02 8.690399435254746452e-01 8.213556711433415147e-01 6.034721659847355202e-01 3.654189994172467593e-01 9.208872908076368713e-01 6.348662580439090597e-02 6.384712032305195351e-02 2.296828170597524643e-01
8.617094579537077914e-01 3.946666937175629108e-01 9.978821512159432583e-01 1.814337870514699524e-01 3.093498925682204304e-01 2.599197493166768291e-01 2.001791569021882378e-02 3.307853264406686034e-01 3.237896322979839647e-01 1.505670098850325767e-01 9.240975074074789797e-01 9.940040334882160877e-02 7.528296771557230205e-01 8.113729031682784809e-01 8.565262280457475175e-02 9.597321790179480505e-02 2.215406751481630021e-02 5.010574845559628843e-01 7.512566445848418706e-01 2.633393626055140491e-01 1.023042317653382050e-01 7.661081187303193651e-01 1.910137742895458013e-01 8.361132180388624047e-01 8.916012433985716079e-01 2.073741451268236169e-01 6.595046640343474875e-01 7.854768560156865087e-01 2.806844039252920364e-01 9.798431701700854868e-01
5.390365590861172507e-01 2.133481432793292720e-01 2.579046848472442699e-01 7.696646731006415720e-01 7.441611074291141215e-01 5.209660599115450985e-01 9.511143204892660297e-01 9.917725395050409620e-01 5.602239980956171816e-01 4.279382585807510742e-01 2.492308536162733956e-01 3.649598028340612643e-01 4.065401680108655658e-01 7.229321677678118840e-01 5.675240612406721175e-01 5.762598809229104724e-01 2.683280144782971277e-01 9.552874935623045793e-01 6.403794620666442006e-01 9.498216981083086319e-01 1.507197971288805061e-01 8.341230124252283495e-01 4.369294419367407700e-01 3.619615917347903666e-01 5.898463040721569906e-01 4.482758686949088744e-01 4.872180254707464409e-01 2.558149758519090433e-03 4.931135583610927187e-01 4.056115806739186702e-01
3.891699934539454286e-01 5.153508891379882106e-01 2.473053635567437070e-01 3.874317535997084949e-02 3.277232050569441890e-01 8.997689368645948038e-01 1.804611753619124181e-01 1.549124663126546508e-01 6.737344340209934224e-01 2.476905644805332818e-01 2.795668775610945511e-01 4.730477094913968505e-01 2.874395552430573098e-01 2.497312343344555430e-01 8.021370599910377930e-01 7.152216224448837423e-02 7.859426339289427021e-01 3.312457933228729612e-02 7.807406843152846498e-01 9.988662863975162898e-01 5.612936334515493675e-01 9.837662119756014345e-01 1.134987849207400590e-01 6.314589253993252438e-02 8.198528673545659728e-01 9.318819515120814190e-01 8.628722661608617672e-01 7.413036968147321826e-01 4.157425185692897873e-01 4.098765286385547268e-01
4.623038831419307160e-01 5.484754499823690788e-01 3.772000580488508170e-01 7.178683411824788863e-01 4.428091856914296853e-01 1.597918793981623065e-01 3.540272625711778920e-01 6.192215502844966579e-01 6.868627125561124203e-01 1.284809994641078479e-01 4.680180044201702749e-01 7.390264366272547569e-02 1.444403598015587820e-01 5.895094415316940450e-01 1.193157291967383848e-02 9.729421709623312653e-01 6.170769947277360279e-01 1.183320703890390346e-01 1.648450191127833753e-01 3.417410382163554861e-01 9.684605357314746144e-03 3.576650686123165057e-01 3.441783532125878287e-01 5.655878210327515143e-01 3.019189428106835438e-01 4.260593747747746241e-01 1.623883812267151727e-01 8.891564219075728248e-01 9.495169158381103758e-01 8.314580886091601508e-01
9.352434155725616316e-01 4.187393653319896325e-01 1.781274571042826826e-01 9.029924122853122403e-01 7.910869168451691857e-01 1.394515802572134922e-01 4.634195887466560082e-01 3.692264938776905758e-01 1.997575701089826516e-03 6.073265282525676101e-01 9.150662329657679450e-01 5.103442150549756251e-01 7.113588765611991160e-01 2.588732053062097194e-01 3.497886994708765407e-01 7.661545162217084926e-01 7.847859950197422219e-01 1.034210160255195632e-01 7.683503414366921191e-02 1.439646159272336412e-01 6.511409466109387978e-01 7.548648705672162951e-01 1.150591274393956143e-01 6.791840384561991240e-01 9.840327401682785746e-01 5.669525325024729057e-01 1.405554268804761753e-01 5.111267616072866504e-01 4.355169432007752750e-01 8.849552491152650191e-01
5.345774962953200315e-01 1.061037083782189194e-01 5.277802647937333003e-01 9.264524377398095645e-01 1.549237483388052894e-01 4.823923303140618124e-01 3.436857989124116886e-01 5.998785744468909664e-01 3.684062058590156230e-01 3.216451389651625581e-01 3.389053433205669874e-01 7.736071703984450654e-01 4.910451916180933463e-01 6.324937270266557388e-01 3.213862307784535188e-01 1.009420746725233631e-01 3.307190185317231412e-01 3.004683546817802364e-01 2.280954123797757083e-01 1.133603833050720322e-01 8.026940466423703180e-01 3.152967676949531839e-01 5.040160940877541629e-01 3.961703542281791446e-02 9.024226161966318882e-01 7.521202080182831651e-01 9.596289371336466090e-01 2.523092604010624962e-01 5.483257207584633086e-01 7.175544021387960658e-01
4.964696663189199777e-01 6.739992464178626852e-01 4.894552928029080041e-01 3.053294348845152495e-01 4.842329954841579909e-01 6.110535442725596456e-01 8.322969242364086639e-02 8.650330427222120422e-01 7.332364758547008643e-01 3.543349244517297603e-01 4.649747505933922165e-01 5.988219981579456785e-01 3.526982536149481096e-01 1.505442033036020755e-01 8.049754874128399740e-01 7.216329296390160408e-01 1.638820318243775498e-01 8.858413483663277743e-01 1.243158587846566743e-01 8.846675878553492689e-01 7.586627745945846435e-01 8.907842385487561021e-01 9.111953931396009621e-01 8.620541534402954564e-01 8.954547364189414660e-01 2.228496350915715185e-01 1.098665254181129258e-01 2.554670985299271058e-01 8.039506295785390222e-01 8.127304834587106841e-01
6.529316590334734993e-01 1.136563960112377814e-01 5.025789984630617546e-01 8.226714681244383653e-01 4.751712713600897420e-01 9.710073430335978140e-01 9.411433270588189792e-01 5.562171960938544490e-01 6.400863358964581362e-01 3.803134187120692511e-01 7.152937245226341778e-01 3.692133623177409341e-01 1.797374808565933568e-01 6.393454337208671623e-01 1.115877619276268717e-01 2.780492612153292464e-01 8.113880702270664935e-01 7.952089901867034349e-01 4.396183155768148554e-01 1.392062748835702912e-01 5.630817184621620397e-01 3.595983519957004493e-01 3.520619077038006361e-01 7.356651157280099662e-01 3.013000713849517398e-01 8.207141659077522577e-01 3.205733676365619678e-01 3.121195715697254736e-01 6.940420228350956400e-01 3.499248411580889728e-01
